parts_id,Line,Part,Description,Loc,Mfg,QOH,Qty  Available,Retail,Committed Qty,Seq #,Retail Alt,Repl Cost,Repl Cost Alt,Avg Cost Prc
2084,ACL,LR6885F,REAR ROTOR,,,0,0,132.06,0,574200,132.06,85.84,85.84,85.84
2085,ACL,LR4613R,FRONT LH AIR STRUT,,,0,0,468.45,0,574500,468.45,361.8,361.8,361.8
2086,ACL,LR6927T,FRONT PADS,,,2,2,115.38,0,574800,115.38,75,75,75
2087,ACL,LR6983T,REA BRAKE PAD,,,0,0,109,0,575100,109,81.67,81.67,81.76
2088,ACL,LR6995T,REAR PAD,,,0,0,,0,575400,,76.5,76.5,76.5
2089,ACL,LR6863Z,REA BRAKE ROTOR,,,2,2,124.62,0,575500,124.62,58.91,58.91,58.91
2090,ACL,1094M,BOOST REG VALVE,,,0,0,73.55,0,575800,73.55,47.81,47.81,47.81
2091,ACL,1096M,OIL LEVEL SENSR,,,0,0,150,0,576100,150,88,88,80
2092,ACL,1140M,BREATHER HOSE,,,0,0,68.46,0,576200,68.46,44.5,44.5,44.5
2093,ACL,1387M,OIL COOLER SEAL,,,2,2,22.86,0,576500,22.86,8,8,8
2094,ACL,1390M,OIL FILTER,,,2,2,26.07,0,576800,26.07,6.8,6.8,7.991
2095,ACL,1421M,COOLANT HOSE,,,0,0,,0,577200,,5,5,5
2096,ACL,1438M,WATER PIPE,,,0,0,100,0,577500,100,49,49,49
2097,ACL,1471M,WATER FLANGE,,,1,1,15.31,0,577800,15.31,5.36,5.36,5.36
2098,ACL,1472M,WATER FLANGE MT,,,1,1,17.86,0,578100,17.86,5.5,5.5,5.5
2099,ACL,4991M,P.S HOSE,,,0,0,192.31,0,578400,192.31,125,125,125
2100,ACL,4996M,PS PRESSURE LINE,,,0,0,307.14,0,578700,307.14,155,155,155
2101,ACL,9319M,ABS SENSOR,,,1,1,24.26,0,579000,24.26,15,15,15
2102,ACL,M04039,Battery,,,1,1,78.57,0,579300,78.57,26.65,26.65,26.65
2103,ACL,M04101,Battery,,,0,0,182.86,0,579600,182.86,105.67,105.67,105.67
2104,ACL,M09868,ATF 1L OIL ATF4134,,,-4,-4,20.3,0,579900,20.3,9.25,9.25,9.25
2105,ACL,M09869,ATF 4L ATF4134,,,19,19,64.29,0,580200,64.29,30.95,30.95,30.95
2106,ACL,M09878,ATF SYNTHETIC MB,,,3,3,21.46,0,580300,21.46,10.95,10.95,10.95
2107,ACL,M09879,ATF SYNTHETIC 4L,,,4,4,76.85,0,580400,76.85,42,42,42
2108,ACL,M09890,FEBI MB ANTIFREEZE,,,2,2,20.3,0,580700,20.3,9.5,9.5,9.5
2109,ACL,M09891,ANTIFREEZE 5L,,,2,2,63.71,0,581000,63.71,28.99,28.99,28.99
2110,ACL,M09898,FEBI PS FLUID /FEBI#08972,,,0,0,17.47,0,581300,17.47,7.95,7.95,7.95
2111,ACL,M10104,OIL FILTER,,,2,2,12.66,0,581600,12.66,6.25,6.25,5.815
2112,ACL,M10112,OIL FILTER /E11HD155,,,8,8,12.64,0,581900,12.64,5.54,5.54,5.707
2113,ACL,M10113,OIL FILTER KIT HU718/5X,,,25,25,20.71,0,582200,20.71,11.65,11.65,11.65
2114,ACL,M10119,OIL FILTER,,,1,1,16.27,0,582500,16.27,7.62,7.62,7.62
2115,ACL,M10120,OIL FILTER,,,4,4,19.5,0,582800,19.5,8.22,8.22,8.22
2116,ACL,M10156,E149HD114,,,2,2,21.43,0,583100,21.43,11.46,11.46,11.234
2117,ACL,M10157,OIL FILTER KIT,,ACL,5,5,24.13,0,583400,24.13,8.23,8.23,10.983
2118,ACL,M10266,OIL FILTER HU612/1X E146HD108,,,6,6,15.21,0,583700,15.21,6.97,6.97,5.873
2119,ACL,M10270,OIL FILTER HU711/6Z,,ACL,1,1,21.54,0,584000,21.54,11.47,11.47,11.317
2120,ACL,M10275,OIL FILTER,,,1,1,22.57,0,584300,22.57,12.8,12.8,12.8
2121,ACL,M10276,OIL FILTER,,,0,0,26.07,0,584600,26.07,10.5,10.5,10.5
2122,ACL,M10603,OIL FILTER,,,0,0,17.51,0,584900,17.51,9.5,9.5,9.5
2123,ACL,M10606,OF CH8871,,,0,0,18.8,0,585200,18.8,8.76,8.76,7.16
2124,ACL,M10617,OIL FILTER,,,0,0,19.91,0,585500,19.91,8.12,8.12,6.97
2125,ACL,M10642,OIL FILTER,,,3,3,18.54,0,585800,18.54,5.5,5.5,5.5
2126,ACL,M10648,OIL FILTER,,,2,2,22.7,0,586100,22.7,10.73,10.73,10.73
2127,ACL,M10651,Oil Filter,,,1,1,18.54,0,586400,18.54,7.55,7.55,7.55
2128,ACL,M10710,OIL FILTER,,,4,4,24.26,0,586700,24.26,13.07,13.07,12.969
2129,ACL,M11002,OIL FILTER CAP,,,0,0,14.29,0,587000,14.29,3.5,3.5,2.7
2130,ACL,M11102,COVER GASKET,,ACL,1,1,26.31,0,587300,26.31,11.97,11.97,11.97
2131,ACL,M11103,VALVE COVER GAS,,,1,1,23.36,0,587600,23.36,11.97,11.97,9
2132,ACL,M11104,VALVE COVER GAS,,,1,1,26,0,587900,26,8.57,8.57,8.57
2133,ACL,M11105,Valve Cover Gasket,,,1,1,18.6,0,588200,18.6,8.57,8.57,8.57
2134,ACL,M11242,"GASKET, CYLINDER HEAD SET",,,0,0,354.89,0,588300,354.89,230.68,230.68,230.68
2135,ACL,M11750,INTAKE MAN. 272 140 24 01,,,0,0,755.32,0,588400,755.32,645.31,645.31,645.31
2136,ACL,M12004,CRANKSHAFT SEAL,,,1,1,18.41,0,588700,18.41,7.23,7.23,7.23
2137,ACL,M12052,"Crankshaft seal, REAR-ALUMINUM v",,,0,0,76.57,0,588800,76.57,49.77,49.77,49.77
2138,ACL,M12053,"Crankshaft seal, REAR-STEEL vers",,,0,0,55.11,0,588900,55.11,35.82,35.82,35.82
2139,ACL,M12054,"Crankshaft seal, REAR",,,0,0,18,0,589200,18,11.79,11.79,11.79
2140,ACL,M12242,TIMING CHAIN,,,0,0,167.25,0,589300,167.25,125.44,125.44,125.44
2141,ACL,M13913,CRANK PULLEY,,,0,0,164.29,0,589800,164.29,93.54,93.54,93.54
2142,ACL,M14709,ENGINE MOUNT,,,0,0,94.55,0,589900,94.55,61.46,61.46,61.46
2143,ACL,M14720,ENGINE MOUNT,,,1,1,152.14,0,590200,152.14,69.46,69.46,69.46
2144,ACL,M14721,ENGINE MOUNT,,,0,0,184.07,0,590500,184.07,96.12,96.12,96.12
2145,ACL,M14728,MOUNT FT (L&R)2032400617,,,2,2,170.33,0,590800,170.33,53.24,53.24,53.24
2146,ACL,M14730,ENGINE MOUNT,,,0,0,179.43,0,591100,179.43,72.92,72.92,72.92
2147,ACL,M14731,MOTOR MOUNT,,,0,0,123.97,0,591200,123.97,80.58,80.58,80.58
2148,ACL,M14732,ENGINE MOUNT,,,0,0,138.5,0,591300,138.5,108.5,108.5,108.5
2149,ACL,M15038,Radiator,,,0,0,335.71,0,591600,335.71,174.35,174.35,174.35
2150,ACL,M15112,NISSENS RADIATO,,,1,1,460,0,591900,460,202.86,202.86,202.86
2151,ACL,M15435,COOLANT RESERVOIR,,,0,0,55,0,592200,55,38.93,38.93,38.93
2152,ACL,M15463,Expansion Tank,,,0,0,93.62,0,592500,93.62,60.85,60.85,60.85
2153,ACL,M15502,FAN BLADE,,,0,0,45.8,0,592800,45.8,29.77,29.77,29.77
2154,ACL,M15721,FAN CLUTCH,,,0,0,144.71,0,593100,144.71,69.79,69.79,69.79
2155,ACL,M15722,FAN CLUTCH,,,0,0,139.8,0,593400,139.8,90.87,90.87,90.87
2156,ACL,M15800,LOWER RAD HOSE,,,0,0,95.63,0,593800,95.63,62.16,62.16,62.16
2157,ACL,M15902,COOLANT LEVEL SENSOR,,,0,0,10.65,0,593900,10.65,6.92,6.92,6.92
2158,ACL,M16002,WATER PUMP,,,1,1,98.54,0,594200,98.54,55.12,55.12,55.12
2159,ACL,M16140,WATER PUMP,,,1,1,93.37,0,594500,93.37,60.69,60.69,60.69
2160,ACL,M16214,GMB147-2220 WP,,,1,1,168.57,0,594800,168.57,73,73,73
2161,ACL,M16215,WATER PUMP,,,3,3,179.46,0,595100,179.46,70.65,70.65,70.65
2162,ACL,M16266,WATER PUMP,,,1,1,104.64,0,595400,104.64,50,50,50
2163,ACL,M16271,WATER PUMP,,,1,1,133.57,0,595700,133.57,61.72,61.72,59.75
2164,ACL,M16272,Water Pump JASON!!!!!!!!!!!!!!!!,,,1,1,221.43,0,596000,221.43,97.73,97.73,97.73
2165,ACL,M16275,Water Pump,,,0,0,371.94,0,596100,371.94,241.76,241.76,241.76
2166,ACL,M16337,WATER PUMP,,,0,0,175.34,0,596500,175.34,113.97,113.97,113.97
2167,ACL,M16432,WATER PUMP W/OIL COOLER,,,0,0,298.57,0,596800,298.57,149.12,149.12,149.12
2168,ACL,M16433,WATER PUMP,,,1,1,214,0,597100,214,135.08,135.08,135.08
2169,ACL,M16440,WP WITH PULLEY,,,1,1,175.71,0,597400,175.71,86.5,86.5,86.5
2170,ACL,M16442,WP WITH PULLEY,,,1,1,204.29,0,597700,204.29,82,82,85.5
2171,ACL,M16457,WATER PUMP,,,0,0,232.02,0,598100,232.02,150.81,150.81,150.81
2172,ACL,M16458,Water Pump,,,0,0,298.57,0,598400,298.57,108,108,157.31
2173,ACL,M16703,THERMOSTAT,,,1,1,55,0,598700,55,26.53,26.53,23.15
2174,ACL,M16704,THERMOSTAT,,,1,1,44.51,0,599100,44.51,28.93,28.93,28.93
2175,ACL,M16705,THERMOSTAT S/A STA 14569,,,1,1,41.02,0,599400,41.02,23.48,23.48,23.48
2176,ACL,M16706,THERMOSTAT,,,1,1,37.83,0,599700,37.83,23.48,23.48,23.48
2177,ACL,M16709,THERMOSTAT,,ACL,1,1,197.99,0,600000,197.99,94.82,94.82,94.82
2178,ACL,M16718,THERMOSTAT,,,1,1,23.34,0,600300,23.34,11.44,11.44,11.44
2179,ACL,M16748,THERMOSTAT,,,1,1,111.43,0,600600,111.43,54.72,54.72,54.72
2180,ACL,M16760,Thermostat,,,3,3,51.13,0,600900,51.13,6.54,6.54,13.731
2181,ACL,M16771,Thermostat 90  W/Seal/STA 48829,,,0,0,51.49,0,601000,51.49,35.38,35.38,35.38
2182,ACL,M16772,Thermostat,,,2,2,192.86,0,601300,192.86,50.5,50.5,61.71
2183,ACL,M16773,THERMOSTA--JASON,,ACL,2,2,245.14,0,601600,245.14,81.53,81.53,81.53
2184,ACL,M16780,THERMOSTAT,,,2,2,69.83,0,601900,69.83,24.62,24.62,29.323
2185,ACL,M16803,THERMOSTAT HOUSING,,ACL,1,1,20.34,0,602200,20.34,7.13,7.13,7.13
2186,ACL,M17013,AVX10X1035,,,1,1,17.11,0,602500,17.11,5.1,5.1,5.1
2187,ACL,M17203,FAN BELT,,WORLD,2,2,15.43,0,602800,15.43,5.4,5.4,5.4
2188,ACL,M17225,K060947,,,1,1,57.11,0,603100,57.11,30.04,30.04,30.04
2189,ACL,M17245,BELT 5PK1765,,,1,1,36.57,0,603400,36.57,16.19,16.19,16.19
2190,ACL,M17250,BELT,,,0,0,41.77,0,603500,41.77,27.15,27.15,27.15
2191,ACL,M17262,K060975,,,1,1,41.14,0,603800,41.14,20.42,20.42,20.42
2192,ACL,M17263,BELT 6PK2445,,,3,3,54.11,0,604100,54.11,28.32,28.32,28.32
2193,ACL,M-17268,5060942 BELT,,,0,0,60.56,0,604400,60.56,29.56,29.56,29.56
2194,ACL,M17269,Multi Belt 6PK2380,,,0,0,37,0,604700,37,28.25,28.25,24.05
2195,ACL,M17270,K060935/6K2370,,,1,1,50.37,0,605000,50.37,25.9,25.9,25.9
2196,ACL,M17274,BELT/8PK2035,,,1,1,52.35,0,605300,52.35,34.03,34.03,34.03
2197,ACL,M17275,BELT 7K2035,,,0,0,61.97,0,605600,61.97,28.1,28.1,28.043
2198,ACL,M17292,BELT 8PK1289,,,2,2,46.86,0,605900,46.86,33.03,33.03,29.215
2199,ACL,M17293,SERP BELT 6PK2460,,,1,1,49.23,0,606000,49.23,32,32,32
2200,ACL,M17403,BELT TENSIONER 1032000870,,,0,0,140.52,0,606100,140.52,91.34,91.34,91.34
2201,ACL,M17408,MB TENSIONER,,,0,0,,0,606200,,,,
2202,ACL,M17412,MB TENSIONER FROM M17268K!!!!!,,,0,0,192.86,0,606500,192.86,69.99,69.99,69.99
2203,ACL,M17422,BELT TENSIONER 38319,,,0,0,163.21,0,606800,163.21,84.47,84.47,86.7
2204,ACL,M17437,Belt Tensioner,,,0,0,146.15,0,606900,146.15,95,95,95
2205,ACL,M17440,BELT TENSIONER,,,0,0,133.91,0,607000,133.91,87.04,87.04,87.04
2206,ACL,M17442,BELT TENSIONER,,,1,1,208.36,0,607300,208.36,99.07,99.07,90.99
2207,ACL,M17448,Belt Tensioner,,,0,0,164.29,0,607600,164.29,79.54,79.54,75.01
2208,ACL,M17503,BELT TENSIONER SHOCK,,,0,0,54.95,0,607700,54.95,35.72,35.72,35.72
2209,ACL,M17612,Belt Pulley,,,1,1,39.6,0,608000,39.6,15.06,15.06,14.708
2210,ACL,M17621,BELT PULLEY/36079,,,1,1,43.25,0,608100,43.25,30.02,30.02,30.02
2211,ACL,M17622,BELT PULLEY,,,0,0,56.71,0,608400,56.71,31.94,31.94,31.94
2212,ACL,M17624,IDLER PULLEY SMOOTH,,,1,1,64.74,0,608700,64.74,35.04,35.04,35.04
2213,ACL,M17642,IDLER PULLEY/USE M17642A,,,1,1,34.57,0,609000,34.57,17.7,17.7,17.7
2214,ACL,M17648,PULLEY,,,2,2,40.92,0,609300,40.92,26.6,26.6,26.6
2215,ACL,M18030,OIL DIPSTICK,,,1,1,33.84,0,609600,33.84,15.4,15.4,15.4
2216,ACL,M20031,AIR FILTER,,,0,0,30.83,0,609900,30.83,12.2,12.2,12.2
2217,ACL,M20040,AIR FILTER,,,0,0,18.55,0,610200,18.55,12.84,12.84,12.84
2218,ACL,M20043,AIR FILTER,,,0,0,33.03,0,610300,33.03,17.4,17.4,17.4
2219,ACL,M20045,AIR FILTER,,,2,2,41.27,0,610600,41.27,19.89,19.89,19.89
2220,ACL,M20101,AIR FILTER,,,1,1,24.17,0,610900,24.17,14.62,14.62,14.62
2221,ACL,M20110,AIR FILTER CA8625,,,1,1,24.57,0,611200,24.57,11.2,11.2,11.2
2222,ACL,M20120,AIR FILTER SET,,,1,1,38.66,0,611500,38.66,25.13,25.13,25.13
2223,ACL,M20121,AIR FILTERS,,,0,0,41.78,0,611600,41.78,27.16,27.16,27.16
2224,ACL,M20122,HENGST E455L01-2,,,6,6,51.07,0,611900,51.07,15.55,15.55,15.55
2225,ACL,M20123,MB AIR FILTER,,,2,2,25.09,0,612200,25.09,16,16,15.915
2226,ACL,M20130,AIR FILTER,,,0,0,26,0,612300,26,16.5,16.5,16.5
2227,ACL,M20131,Air Filter,,,2,2,39.01,0,612600,39.01,19.85,19.85,19.85
2228,ACL,M20200,AIT FILTER,,,0,0,20.4,0,612700,20.4,13.26,13.26,13.26
2229,ACL,M20246,AIR FILTER,,ACL,1,1,55.2,0,613000,55.2,26.64,26.64,24.88
2230,ACL,M20260,AIR FILTER,,,3,3,24.07,0,613300,24.07,15.6,15.6,15.185
2231,ACL,M20560,Air Filter,,,3,3,52,0,613600,52,22.27,22.27,22.813
2232,ACL,M20630,AIR FILTER,,,0,0,32.02,0,614000,32.02,20.81,20.81,20.81
2233,ACL,M20651,Air Filter,,,2,2,63.08,0,614100,63.08,38.8,38.8,38.8
2234,ACL,M20681,AIR FILTER,,,1,1,42.23,0,614400,42.23,22.7,22.7,22.7
2235,ACL,M20682,AIR FILTER,,,1,1,42.23,0,614700,42.23,22.7,22.7,22.7
2236,ACL,M20685,AIR FILTER---LEFT,,,1,1,62,0,615000,62,51.1,51.1,51.1
2237,ACL,M20686,AIR FLITER--RIGHT,,,1,1,68,0,615300,68,51.1,51.1,51.1
2238,ACL,M20690,AIR FILTER,,,2,2,45.69,0,615600,45.69,21.88,21.88,21.88
2239,ACL,M20710,AIR FILTER,,,3,3,52.1,0,615900,52.1,24.32,24.32,24.198
2240,ACL,M20711,AIR FILTER1,,,0,0,,0,616300,,23.85,23.85,23.85
2241,ACL,M20750,Air Filter Set,,,0,0,55.8,0,616600,55.8,38.73,38.73,36.27
2242,ACL,M20760,Air Filter,,ACL,1,1,69.93,0,616900,69.93,39.92,39.92,39.086
2243,ACL,M20780,AIR FILTER,,,4,4,45.6,0,617200,45.6,30.62,30.62,30.62
2244,ACL,M21100,FUEL FILTER,,,0,0,27.48,0,617300,27.48,17.86,17.86,17.86
2245,ACL,M21101,FUEL FILTER,,,1,1,21.14,0,617400,21.14,13.74,13.74,13.74
2246,ACL,M21102,FUEL FILTER,,ACL,0,0,28.57,0,617700,28.57,0.01,0.01,0.01
2247,ACL,M21103,FUEL FILTER,,,2,2,78.57,0,618000,78.57,40.47,40.47,40.47
2248,ACL,M21105,FUEL FILTER,,,0,0,93,0,618100,93,68.56,68.56,68.56
2249,ACL,M21601,Fuel Filter - Diesel,,ACL,3,3,23.57,0,618400,23.57,8.59,8.59,8.5
2250,ACL,M21641,FUEL F SP21022,,,0,0,61.79,0,618700,61.79,27.7,27.7,30.569
2251,ACL,M21643,"Fuel Filter,w/118 mm HEIGHT",,,1,1,95.67,0,619000,95.67,48.52,48.52,48.52
2252,ACL,M21653,FUEL FILTER,,,1,1,171.19,0,619300,171.19,102.75,102.75,102.75
2253,ACL,M21991,Sealing Cap,,,0,0,5.28,0,619600,5.28,3.43,3.43,3.43
2254,ACL,M22100,O-Ring Seal,,,1,1,1.46,0,619700,1.46,0.95,0.95,0.95
2255,ACL,M22142,"Gasket, Seal",,,0,0,1.21,0,620000,1.21,0.4,0.4,0.4
2256,ACL,M22400,MASS AIR FLOW,,,0,0,295.66,0,620100,295.66,192.18,192.18,192.18
2257,ACL,M22402,AIR FLOW METER 74-10098,,,2,2,294.64,0,620400,294.64,102.21,102.21,102.21
2258,ACL,M22403,MASS AIR FLOW S 74-10112,,,2,2,481.01,0,620700,481.01,166.87,166.87,166.87
2259,ACL,M22404,AIR FLOW METER,,,0,0,308.13,0,621000,308.13,173.35,173.35,173.35
2260,ACL,M22405,AIR FLOW METER,,,1,1,371.23,0,621300,371.23,162.93,162.93,162.93
2261,ACL,M22408,MASS AIR FLOW SENSOR JASON!!!!,,,2,2,351.93,0,621600,351.93,174.54,174.54,174.54
2262,ACL,M22411,AIR FLOW METER 74-10122,,,0,0,368.57,0,621900,368.57,148.05,148.05,148.05
2263,ACL,M22471,Air Flow Meter,,,0,0,439.82,0,622200,439.82,290,290,285.88
2264,ACL,M22473,Air Flow Meter,,,0,0,195.71,0,622500,195.71,115,115,115
2265,ACL,M22603,"Fuel Unit, RIGHT",,,0,0,366.03,0,622800,366.03,220,220,237.92
2266,ACL,M22609,FUEL UNIT RIGHT,,,0,0,317.06,0,623100,317.06,197.77,197.77,197.77
2267,ACL,M22614,FUEL PUMP,,,0,0,420.54,0,623500,420.54,273.35,273.35,273.35
2268,ACL,M22651,BOSH FUEL PUMP,,,0,0,309.5,0,623800,309.5,100.42,100.42,100.42
2269,ACL,M22665,FUEL PUMP,,,0,0,900,0,624100,900,558.17,558.17,558.17
2270,ACL,M22678,FUEL PUMP,,,0,0,292.14,0,624200,292.14,189.89,189.89,189.89
2271,ACL,M22679,"Fuel Pump, Right",,,0,0,254.54,0,624500,254.54,167.68,167.68,167.68
2272,ACL,M22821,Air Pump,,,0,0,642.86,0,624800,642.86,203,203,312.98
2273,ACL,M22900,EGR VALVE,,,0,0,548,0,624900,548,448.78,448.78,448
2274,ACL,M22913,EGR VALVE,,,0,0,,0,625000,,,,
2275,ACL,M22975,E.H.A VALE,,,0,0,368.57,0,625300,368.57,147.11,147.11,147.11
2276,ACL,M22976,E.H.A VALE,,,1,1,521.43,0,625600,521.43,213,213,213
2277,ACL,M25003,PURGE VALVE,,,0,0,186.83,0,625900,186.83,121.44,121.44,121.44
2278,ACL,M26970,NOX SENSOR,,,0,0,676.92,0,626200,676.92,440,440,440
2279,ACL,M29016,BOSH O2 SENSOR,,,0,0,181.43,0,626500,181.43,168,168,81.4
2280,ACL,M29088,OXYGEN SENSOR 15088,,,1,1,195.9,0,626800,195.9,67.96,67.96,67.96
2281,ACL,M29123,16123 BOSCH SER,,,0,0,,0,627100,,,,
2282,ACL,M29125,OXYGEN SENSOR 16125,,,1,1,198.1,0,627400,198.1,73.33,73.33,73.33
2283,ACL,M29276,OXYGEN SENSOR 16276,,,1,1,320,0,627700,320,117.6,117.6,117.6
2284,ACL,M29314,OXYGEN SENSOR,,,0,0,159.24,0,628000,159.24,58.52,58.52,58.52
2285,ACL,M29322,BOSCH OXYEGN SENSOR,,,0,0,213.26,0,628100,213.26,138.62,138.62,138.62
2286,ACL,M29326,OXYGEN SENSOR 13326,,,1,1,156.61,0,628400,156.61,57.55,57.55,57.55
2287,ACL,M29429,OXYGEN SENSOR13429,,,1,1,218.21,0,628700,218.21,75.7,75.7,75.7
2288,ACL,M29431,OXYGEN SENSOR 13431,,,1,1,218.21,0,629000,218.21,75.7,75.7,75.7
2289,ACL,M29456,A0025400817 O2 SENSOR,,ACL,1,1,194.14,0,629300,194.14,95,95,128
2290,ACL,M29473,OXYGEN SENSOR 16473,,,1,1,180.96,0,629600,180.96,66.71,66.71,66.71
2291,ACL,M29597,OXYGEN SENSOR 13597,,,1,1,179.16,0,629900,179.16,65.85,65.85,65.85
2292,ACL,M29618,OXYGEN SENSOR 16318,,,1,1,247.86,0,630200,247.86,138,138,138
2293,ACL,M29749,A0025400817 O2 SENSOR,,ACL,0,0,150,0,630500,150,75,75,75
2294,ACL,M29782,OXYGEN SENSOR 13782,,,2,2,156.57,0,630800,156.57,57.54,57.54,57.54
2295,ACL,M30700,OIL PAN GASKET,,,0,0,,0,630900,,,,0.001
2296,ACL,M30803,TRANSMISSION FILTER KIT,,,0,0,37.33,0,631200,37.33,18.29,18.29,18.29
2297,ACL,M30805,AT FILTER KIT,,,0,0,31.77,0,631300,31.77,20.65,20.65,20.65
2298,ACL,M30807,A/T Filter KIT,,ACL,1,1,50.86,0,631600,50.86,22.2,22.2,20.96
2299,ACL,M30815,A/T F.TF1210,,,1,1,34.99,0,631900,34.99,16.65,16.65,16.65
2300,ACL,M31600,A/T Plug Adapter,,,1,1,19.89,0,632200,19.89,11.22,11.22,11.22
2301,ACL,M31602,PLUG ADAPTER,,,0,0,15.74,0,632500,15.74,6.78,6.78,6.78
2302,ACL,M31611,A/T Conductor Plate,,,0,0,304.29,0,632800,304.29,186.24,186.24,186.24
2303,ACL,M31800,OIL FILTER COVER,,,1,1,12.37,0,633100,12.37,6.63,6.63,6.63
2304,ACL,M32204,"Transmission Mount,Rear",,,1,1,39.14,0,633500,39.14,26,26,25.72
2305,ACL,M32232,Transmission Mount,,,0,0,209.89,0,633800,209.89,95.5,95.5,95.5
2306,ACL,M32233,MOUNT,,ACL,0,0,155.71,0,634100,155.71,78.95,78.95,78.95
2307,ACL,M32246,TRANSMISSION MOUNT,,,0,0,36.86,0,634400,36.86,13.3,13.3,13.3
2308,ACL,M34291,FLEX DISC KIT,,,0,0,170.47,0,634700,170.47,88.93,88.93,88.93
2309,ACL,M34465,"Prop Shaft, Front",,,0,0,"1,257.91",0,634800,"1,257.91",817.64,817.64,817.64
2310,ACL,M34511,Driveshaft Support,,,0,0,55.88,0,634900,55.88,36.32,36.32,36.32
2311,ACL,M34706,DRIVESHAFT BEARING,,,1,1,48.9,0,635200,48.9,13,13,13
2312,ACL,M34763,Driveshaft Support,,,0,0,150.57,0,635500,150.57,68.51,68.51,68.51
2313,ACL,M34963,Driveshaft Support,,,1,1,136.43,0,635800,136.43,68.51,68.51,68.51
2314,ACL,M36181,COOLER HOSE,,,0,0,23.03,0,635900,23.03,14.97,14.97,14.97
2315,ACL,M36183,COOLER LINE,,,0,0,27.35,0,636000,27.35,17.78,17.78,17.78
2316,ACL,M40002,PS TANK RESI,,,0,0,28.89,0,636100,28.89,18.78,18.78,18.78
2317,ACL,M40003,P/S Reservoir,,,0,0,92.17,0,636400,92.17,24.16,24.16,59.91
2318,ACL,M40005,P/S Reservoir,,,0,0,48.57,0,636700,48.57,25.51,25.51,25.51
2319,ACL,M40019,Oil Filter,,,0,0,17.08,0,637000,17.08,11.05,11.05,11.1
2320,ACL,M40020,"Oil Filter, ABC Reservoir",,,0,0,73,0,637300,73,51.7,51.7,47.45
2321,ACL,M40021,AIR COMPRESSOR FILTER,,ACL,1,1,26.39,0,637600,26.39,10.47,10.47,10.47
2322,ACL,M40052,p/s TANK SEAL,,,0,0,2.89,0,637900,2.89,1.31,1.31,1.31
2323,ACL,M41131,LH BALL JOINT,,,0,0,178.46,0,638300,178.46,116,116,116
2324,ACL,M41160,BALL JOINT,,,0,0,42.8,0,638600,42.8,29.96,29.96,29.96
2325,ACL,M41161,BALL JIONT,,,4,4,39.27,0,638900,39.27,17.86,17.86,17.643
2326,ACL,M41163,BALL JOINT,,,0,0,76.46,0,639200,76.46,19.71,19.71,19.71
2327,ACL,M41164,BALL JOINT,,,0,0,,0,639300,,,,0.001
2328,ACL,M41169,BALL JOINT,,,0,0,77.06,0,639600,77.06,38.43,38.43,38.43
2329,ACL,M41170,MB BALL JOINT,,,3,3,69.91,0,639900,69.91,24.87,24.87,25.43
2330,ACL,M41180,BALL JOINT,,,6,6,46.51,0,640200,46.51,22.61,22.61,20.984
2331,ACL,M41270,BALL JOINT,,,1,1,90.71,0,640500,90.71,46.04,46.04,46.04
2332,ACL,M43033,FT.L.2033300307,,,0,0,815,0,640800,815,353,353,353
2333,ACL,M43034,FT.R.2033300407,,,0,0,815,0,641100,815,353,353,353
2334,ACL,M43171,Control Arm,,,0,0,255.08,0,641400,255.08,185,185,165.8
2335,ACL,M43172,Control Arm,,,0,0,255.08,0,641700,255.08,185,185,165.8
2336,ACL,M43214,LOWER CON ARM RH,,,0,0,231.93,0,642000,231.93,123.56,123.56,123.56
2337,ACL,M43451,"Control Arm, Left",,,0,0,264.29,0,642300,264.29,115,115,132
2338,ACL,M43452,LOWER CONTROL ARM RIGHT,,,0,0,283.51,0,642600,283.51,115,115,129
2339,ACL,M43743,2113304311 LW STRUT ARM LH,,,0,0,200.97,0,642900,200.97,130.63,130.63,137.32
2340,ACL,M43757,LOWER CONTROL ARM LH,,,0,0,203.08,0,643100,203.08,132,132,132
2341,ACL,M43758,LOWER CONTROL RH,,,0,0,203.08,0,643200,203.08,132,132,132
2342,ACL,M43766,"Control Arm, Front Right Lower",,,0,0,284.26,0,643500,284.26,150,150,150
2343,ACL,M43775,FRT LEFT LOWER Control Arm,,,2,2,67.69,0,643500,67.69,44,44,44
2344,ACL,M43776,FRT RIGHT LOW Control Arm JASON!,,,1,1,350.65,0,643500,350.65,44,44,44
2345,ACL,M44063,Sway Bar Bushing,,,0,0,28.46,0,643600,28.46,18.7,18.7,18.7
2346,ACL,M44107,FRONT LEFT LINK,,,0,0,36.17,0,643900,36.17,23.51,23.51,23.51
2347,ACL,M44108,FRONT RIGHT LINK,,,2,2,36.17,0,644200,36.17,23.51,23.51,23.51
2348,ACL,M44109,SWAY BAR LINK,,,1,1,46.48,0,644300,46.48,30.21,30.21,30.21
2349,ACL,M44110,SWAY BAR LINK,,,0,0,48.17,0,644400,48.17,31.31,31.31,31.31
2350,ACL,M44115,FRONT RIGHT LINK,,,1,1,65.93,0,644700,65.93,30,30,30
2351,ACL,M44116,FRONT LEFT LINK,,,1,1,65.93,0,645000,65.93,30,30,30
2352,ACL,M44118,SWAY BAR LNK,,,1,1,35.15,0,645100,35.15,22.85,22.85,22.85
